pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
ABC-family proteins mediated transport	0.3147286821705426	0.6746769902260126	0.27710111609245064	1.0976834097486619	202	67	74104
ABC-family proteins mediated transport	0.3147286821705426	0.6746769902260126	0.27710111609245064	1.0976834097486619	202	67	116891
ABC-family proteins mediated transport	0.3147286821705426	0.6746769902260126	0.27710111609245064	1.0976834097486619	202	67	11666
ABC-family proteins mediated transport	0.3147286821705426	0.6746769902260126	0.27710111609245064	1.0976834097486619	202	67	22190
ABC-family proteins mediated transport	0.3147286821705426	0.6746769902260126	0.27710111609245064	1.0976834097486619	202	67	19172
ABC-family proteins mediated transport	0.3147286821705426	0.6746769902260126	0.27710111609245064	1.0976834097486619	202	67	19298
ABC-family proteins mediated transport	0.3147286821705426	0.6746769902260126	0.27710111609245064	1.0976834097486619	202	67	23997
ABO blood group biosynthesis	0.9768339768339769	0.98791337921772715	0.5120426702225185	0.6745325549838503	505	1	14344
Acetylation	0.7086776859504132	0.8846395590581637	-0.6428035669639136	-0.8608032175283767	342	1	17962
Acetylcholine binding and downstream events	0.34765625	0.705019211643959	0.5758586195398466	1.1098706603780462	177	4	11444
Acetylcholine binding and downstream events	0.34765625	0.705019211643959	0.5758586195398466	1.1098706603780462	177	4	231252
Acetylcholine binding and downstream events	0.34765625	0.705019211643959	0.5758586195398466	1.1098706603780462	177	4	110835
Acetylcholine binding and downstream events	0.34765625	0.705019211643959	0.5758586195398466	1.1098706603780462	177	4	11440
Acetylcholine Neurotransmitter Release Cycle	0.42916666666666664	0.7602795573675014	-0.4506354139795119	-1.0155291309133385	205	6	20907
Acetylcholine Neurotransmitter Release Cycle	0.42916666666666664	0.7602795573675014	-0.4506354139795119	-1.0155291309133385	205	6	233977
Acetylcholine regulates insulin secretion	0.19765166340508805	0.5624661697963942	0.5674214456138595	1.2756958107704877	100	7	17118
Acetylcholine regulates insulin secretion	0.19765166340508805	0.5624661697963942	0.5674214456138595	1.2756958107704877	100	7	14682
Acetylcholine regulates insulin secretion	0.19765166340508805	0.5624661697963942	0.5674214456138595	1.2756958107704877	100	7	14676
Acetylcholine regulates insulin secretion	0.19765166340508805	0.5624661697963942	0.5674214456138595	1.2756958107704877	100	7	18797
Acrosome Reaction and Sperm:Oocyte Membrane Binding	0.7832699619771863	0.9102554073610514	0.49066511085180864	0.7659697544768355	411	2	75510
Acrosome Reaction and Sperm:Oocyte Membrane Binding	0.7832699619771863	0.9102554073610514	0.49066511085180864	0.7659697544768355	411	2	12527
Activated NOTCH1 Transmits Signal to the Nucleus	0.004073319755600814	0.04962894248608535	-0.7627882139284856	-1.8313928164625939	1	7	14357
Activated NOTCH1 Transmits Signal to the Nucleus	0.004073319755600814	0.04962894248608535	-0.7627882139284856	-1.8313928164625939	1	7	18128
Activated NOTCH1 Transmits Signal to the Nucleus	0.004073319755600814	0.04962894248608535	-0.7627882139284856	-1.8313928164625939	1	7	74198
Activated NTRK2 signals through FRS2 and FRS3	0.6024844720496895	0.8336099807239238	-0.4240146171857583	-0.9069266852064141	290	5	20662
Activated NTRK2 signals through FYN	0.39501039501039503	0.7303530564829116	-0.596815986128914	-1.0717051922764618	189	3	14360
Activated NTRK2 signals through PLCG1	0.42203742203742206	0.7563010723028651	-0.5862028554845357	-1.052647145102384	202	3	18803
Activated NTRK3 signals through PLCG1	0.07231404958677685	0.3111636718144152	-0.9628302358529878	-1.289363356943516	34	1	18803
Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	0.5923423423423423	0.830313938392541	-0.2880773572682725	-0.8885637715590795	262	16	319190
Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	0.5923423423423423	0.830313938392541	-0.2880773572682725	-0.8885637715590795	262	16	15077
Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	0.5923423423423423	0.830313938392541	-0.2880773572682725	-0.8885637715590795	262	16	97114
Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	0.5923423423423423	0.830313938392541	-0.2880773572682725	-0.8885637715590795	262	16	17978
activated TAK1 mediates p38 MAPK activation	0.2597864768683274	0.6315968973266989	0.43716720370638196	1.209684910557636	145	14	17164
activated TAK1 mediates p38 MAPK activation	0.2597864768683274	0.6315968973266989	0.43716720370638196	1.209684910557636	145	14	26399
activated TAK1 mediates p38 MAPK activation	0.2597864768683274	0.6315968973266989	0.43716720370638196	1.209684910557636	145	14	93765
activated TAK1 mediates p38 MAPK activation	0.2597864768683274	0.6315968973266989	0.43716720370638196	1.209684910557636	145	14	102626
activated TAK1 mediates p38 MAPK activation	0.2597864768683274	0.6315968973266989	0.43716720370638196	1.209684910557636	145	14	26409
activated TAK1 mediates p38 MAPK activation	0.2597864768683274	0.6315968973266989	0.43716720370638196	1.209684910557636	145	14	108960
activated TAK1 mediates p38 MAPK activation	0.2597864768683274	0.6315968973266989	0.43716720370638196	1.209684910557636	145	14	16179
Activation and oligomerization of BAK protein	0.13513513513513514	0.4644365993402397	0.9394116176348029	1.2375213150680275	69	1	12018
Activation of AKT2	0.9833679833679834	0.9926450398148512	-0.282081559707446	-0.5065351451873027	472	3	75778
Activation of AKT2	0.9833679833679834	0.9926450398148512	-0.282081559707446	-0.5065351451873027	472	3	18607
Activation of AMPA receptors	0.9586776859504132	0.9808905818923254	-0.5178764897074756	-0.6935085172723108	463	1	14802
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	0.0015479876160990713	0.0291934955800502	0.5479304364735185	2.1276020864531655	0	55	107995
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	0.0015479876160990713	0.0291934955800502	0.5479304364735185	2.1276020864531655	0	55	12428
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	0.0015479876160990713	0.0291934955800502	0.5479304364735185	2.1276020864531655	0	55	56150
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	0.0015479876160990713	0.0291934955800502	0.5479304364735185	2.1276020864531655	0	55	18005
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	0.0015479876160990713	0.0291934955800502	0.5479304364735185	2.1276020864531655	0	55	12534
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	0.0015479876160990713	0.0291934955800502	0.5479304364735185	2.1276020864531655	0	55	66156
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	0.0015479876160990713	0.0291934955800502	0.5479304364735185	2.1276020864531655	0	55	12236
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	0.0015479876160990713	0.0291934955800502	0.5479304364735185	2.1276020864531655	0	55	18817
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	0.0015479876160990713	0.0291934955800502	0.5479304364735185	2.1276020864531655	0	55	68612
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	0.0015479876160990713	0.0291934955800502	0.5479304364735185	2.1276020864531655	0	55	268697
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	0.0015479876160990713	0.0291934955800502	0.5479304364735185	2.1276020864531655	0	55	17463
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	0.0015479876160990713	0.0291934955800502	0.5479304364735185	2.1276020864531655	0	55	26440
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	0.0015479876160990713	0.0291934955800502	0.5479304364735185	2.1276020864531655	0	55	26444
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	0.0015479876160990713	0.0291934955800502	0.5479304364735185	2.1276020864531655	0	55	19179
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	0.0015479876160990713	0.0291934955800502	0.5479304364735185	2.1276020864531655	0	55	228769
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	0.0015479876160990713	0.0291934955800502	0.5479304364735185	2.1276020864531655	0	55	26445
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	0.0015479876160990713	0.0291934955800502	0.5479304364735185	2.1276020864531655	0	55	57296
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	0.0015479876160990713	0.0291934955800502	0.5479304364735185	2.1276020864531655	0	55	19170
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	0.0015479876160990713	0.0291934955800502	0.5479304364735185	2.1276020864531655	0	55	67151
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	0.0015479876160990713	0.0291934955800502	0.5479304364735185	2.1276020864531655	0	55	75430
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	0.0015479876160990713	0.0291934955800502	0.5479304364735185	2.1276020864531655	0	55	26442
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	0.0015479876160990713	0.0291934955800502	0.5479304364735185	2.1276020864531655	0	55	19177
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	0.0015479876160990713	0.0291934955800502	0.5479304364735185	2.1276020864531655	0	55	22194
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	0.0015479876160990713	0.0291934955800502	0.5479304364735185	2.1276020864531655	0	55	23996
Activation of ATR in response to replication stress	0.0017123287671232876	0.0291934955800502	0.6919498573455082	2.3316222489522893	0	31	12649
Activation of ATR in response to replication stress	0.0017123287671232876	0.0291934955800502	0.6919498573455082	2.3316222489522893	0	31	17219
Activation of ATR in response to replication stress	0.0017123287671232876	0.0291934955800502	0.6919498573455082	2.3316222489522893	0	31	69263
Activation of ATR in response to replication stress	0.0017123287671232876	0.0291934955800502	0.6919498573455082	2.3316222489522893	0	31	17215
Activation of ATR in response to replication stress	0.0017123287671232876	0.0291934955800502	0.6919498573455082	2.3316222489522893	0	31	68240
Activation of ATR in response to replication stress	0.0017123287671232876	0.0291934955800502	0.6919498573455082	2.3316222489522893	0	31	269582
Activation of ATR in response to replication stress	0.0017123287671232876	0.0291934955800502	0.6919498573455082	2.3316222489522893	0	31	72151
Activation of ATR in response to replication stress	0.0017123287671232876	0.0291934955800502	0.6919498573455082	2.3316222489522893	0	31	23834
Activation of ATR in response to replication stress	0.0017123287671232876	0.0291934955800502	0.6919498573455082	2.3316222489522893	0	31	106344
Activation of ATR in response to replication stress	0.0017123287671232876	0.0291934955800502	0.6919498573455082	2.3316222489522893	0	31	66634
Activation of ATR in response to replication stress	0.0017123287671232876	0.0291934955800502	0.6919498573455082	2.3316222489522893	0	31	17216
Activation of ATR in response to replication stress	0.0017123287671232876	0.0291934955800502	0.6919498573455082	2.3316222489522893	0	31	17218
Activation of ATR in response to replication stress	0.0017123287671232876	0.0291934955800502	0.6919498573455082	2.3316222489522893	0	31	12544
Activation of ATR in response to replication stress	0.0017123287671232876	0.0291934955800502	0.6919498573455082	2.3316222489522893	0	31	17220
Activation of ATR in response to replication stress	0.0017123287671232876	0.0291934955800502	0.6919498573455082	2.3316222489522893	0	31	50793
Activation of ATR in response to replication stress	0.0017123287671232876	0.0291934955800502	0.6919498573455082	2.3316222489522893	0	31	18392
Activation of ATR in response to replication stress	0.0017123287671232876	0.0291934955800502	0.6919498573455082	2.3316222489522893	0	31	70024
Activation of ATR in response to replication stress	0.0017123287671232876	0.0291934955800502	0.6919498573455082	2.3316222489522893	0	31	12532
Activation of ATR in response to replication stress	0.0017123287671232876	0.0291934955800502	0.6919498573455082	2.3316222489522893	0	31	19718
Activation of BAD and translocation to mitochondria 	0.13872832369942195	0.46946983546617915	0.5778474494370482	1.3570433401075275	71	8	12043
Activation of BAD and translocation to mitochondria 	0.13872832369942195	0.46946983546617915	0.5778474494370482	1.3570433401075275	71	8	22628
Activation of BAD and translocation to mitochondria 	0.13872832369942195	0.46946983546617915	0.5778474494370482	1.3570433401075275	71	8	22627
Activation of BAD and translocation to mitochondria 	0.13872832369942195	0.46946983546617915	0.5778474494370482	1.3570433401075275	71	8	19057
Activation of BAD and translocation to mitochondria 	0.13872832369942195	0.46946983546617915	0.5778474494370482	1.3570433401075275	71	8	12015
Activation of BH3-only proteins	0.017793594306049824	0.14068334414389147	0.6535539145293	1.8084483509722797	9	14	58801
Activation of BH3-only proteins	0.017793594306049824	0.14068334414389147	0.6535539145293	1.8084483509722797	9	14	12043
Activation of BH3-only proteins	0.017793594306049824	0.14068334414389147	0.6535539145293	1.8084483509722797	9	14	12125
Activation of BH3-only proteins	0.017793594306049824	0.14068334414389147	0.6535539145293	1.8084483509722797	9	14	22628
Activation of BH3-only proteins	0.017793594306049824	0.14068334414389147	0.6535539145293	1.8084483509722797	9	14	22627
Activation of BH3-only proteins	0.017793594306049824	0.14068334414389147	0.6535539145293	1.8084483509722797	9	14	19057
Activation of BH3-only proteins	0.017793594306049824	0.14068334414389147	0.6535539145293	1.8084483509722797	9	14	68097
Activation of BIM and translocation to mitochondria 	0.7197696737044146	0.8879556697122102	0.4458735503905479	0.7914423452407303	374	3	12125
Activation of BMF and translocation to mitochondria	0.7965451055662188	0.9174923780487805	0.4147703932307316	0.7362330698185975	414	3	68097
Activation of BMF and translocation to mitochondria	0.7965451055662188	0.9174923780487805	0.4147703932307316	0.7362330698185975	414	3	171543
Activation of C3 and C5	0.9750479846449136	0.98791337921772715	0.28582145536384096	0.5073438483963333	507	3	12266
Activation of C3 and C5	0.9750479846449136	0.98791337921772715	0.28582145536384096	0.5073438483963333	507	3	12263
Activation of Ca-permeable Kainate Receptor	0.7515274949083504	0.900386001029336	-0.3188810636964713	-0.7656076466519975	368	7	13383
Activation of Ca-permeable Kainate Receptor	0.7515274949083504	0.900386001029336	-0.3188810636964713	-0.7656076466519975	368	7	13385
Activation of Ca-permeable Kainate Receptor	0.7515274949083504	0.900386001029336	-0.3188810636964713	-0.7656076466519975	368	7	53310
Activation of G protein gated Potassium channels	0.46617915904936014	0.7737513446475937	0.3634208624650526	0.9871855912624029	254	13	14702
Activation of G protein gated Potassium channels	0.46617915904936014	0.7737513446475937	0.3634208624650526	0.9871855912624029	254	13	14700
Activation of G protein gated Potassium channels	0.46617915904936014	0.7737513446475937	0.3634208624650526	0.9871855912624029	254	13	14693
Activation of G protein gated Potassium channels	0.46617915904936014	0.7737513446475937	0.3634208624650526	0.9871855912624029	254	13	16519
Activation of G protein gated Potassium channels	0.46617915904936014	0.7737513446475937	0.3634208624650526	0.9871855912624029	254	13	14701
Activation of G protein gated Potassium channels	0.46617915904936014	0.7737513446475937	0.3634208624650526	0.9871855912624029	254	13	14688
Activation of GABAB receptors	0.8477272727272728	0.9397242060708818	-0.2152190103286381	-0.7068861387441969	372	20	11512
Activation of GABAB receptors	0.8477272727272728	0.9397242060708818	-0.2152190103286381	-0.7068861387441969	372	20	11513
Activation of GABAB receptors	0.8477272727272728	0.9397242060708818	-0.2152190103286381	-0.7068861387441969	372	20	54393
Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon	0.02109704641350211	0.15637026139651797	-0.6549037786911647	-1.749604159674336	9	10	56489
Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon	0.02109704641350211	0.15637026139651797	-0.6549037786911647	-1.749604159674336	9	10	54131
Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon	0.02109704641350211	0.15637026139651797	-0.6549037786911647	-1.749604159674336	9	10	54123
Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon	0.02109704641350211	0.15637026139651797	-0.6549037786911647	-1.749604159674336	9	10	56480
Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon	0.02109704641350211	0.15637026139651797	-0.6549037786911647	-1.749604159674336	9	10	22031
Activation of kainate receptors upon glutamate binding	0.099644128113879	0.38397129186602874	0.46365354427207794	1.4039037213486256	55	20	14696
Activation of kainate receptors upon glutamate binding	0.099644128113879	0.38397129186602874	0.46365354427207794	1.4039037213486256	55	20	14702
Activation of kainate receptors upon glutamate binding	0.099644128113879	0.38397129186602874	0.46365354427207794	1.4039037213486256	55	20	14700
Activation of kainate receptors upon glutamate binding	0.099644128113879	0.38397129186602874	0.46365354427207794	1.4039037213486256	55	20	66066
Activation of kainate receptors upon glutamate binding	0.099644128113879	0.38397129186602874	0.46365354427207794	1.4039037213486256	55	20	14697
Activation of kainate receptors upon glutamate binding	0.099644128113879	0.38397129186602874	0.46365354427207794	1.4039037213486256	55	20	12315
Activation of kainate receptors upon glutamate binding	0.099644128113879	0.38397129186602874	0.46365354427207794	1.4039037213486256	55	20	12314
Activation of kainate receptors upon glutamate binding	0.099644128113879	0.38397129186602874	0.46365354427207794	1.4039037213486256	55	20	14693
Activation of kainate receptors upon glutamate binding	0.099644128113879	0.38397129186602874	0.46365354427207794	1.4039037213486256	55	20	18797
Activation of kainate receptors upon glutamate binding	0.099644128113879	0.38397129186602874	0.46365354427207794	1.4039037213486256	55	20	12313
Activation of Matrix Metalloproteinases	0.5864527629233511	0.8262548262548264	0.30862813403066003	0.9127842843004812	328	18	18550
Activation of Matrix Metalloproteinases	0.5864527629233511	0.8262548262548264	0.30862813403066003	0.9127842843004812	328	18	214639
Activation of Matrix Metalloproteinases	0.5864527629233511	0.8262548262548264	0.30862813403066003	0.9127842843004812	328	18	22072
Activation of Matrix Metalloproteinases	0.5864527629233511	0.8262548262548264	0.30862813403066003	0.9127842843004812	328	18	17395
Activation of Matrix Metalloproteinases	0.5864527629233511	0.8262548262548264	0.30862813403066003	0.9127842843004812	328	18	17392
Activation of Matrix Metalloproteinases	0.5864527629233511	0.8262548262548264	0.30862813403066003	0.9127842843004812	328	18	17387
Activation of Matrix Metalloproteinases	0.5864527629233511	0.8262548262548264	0.30862813403066003	0.9127842843004812	328	18	21857
Activation of Matrix Metalloproteinases	0.5864527629233511	0.8262548262548264	0.30862813403066003	0.9127842843004812	328	18	83995
Activation of Matrix Metalloproteinases	0.5864527629233511	0.8262548262548264	0.30862813403066003	0.9127842843004812	328	18	16616
Activation of Matrix Metalloproteinases	0.5864527629233511	0.8262548262548264	0.30862813403066003	0.9127842843004812	328	18	16624
Activation of Matrix Metalloproteinases	0.5864527629233511	0.8262548262548264	0.30862813403066003	0.9127842843004812	328	18	17388
Activation of Matrix Metalloproteinases	0.5864527629233511	0.8262548262548264	0.30862813403066003	0.9127842843004812	328	18	16621
Activation of Matrix Metalloproteinases	0.5864527629233511	0.8262548262548264	0.30862813403066003	0.9127842843004812	328	18	12822
Activation of Matrix Metalloproteinases	0.5864527629233511	0.8262548262548264	0.30862813403066003	0.9127842843004812	328	18	72902
Activation of Matrix Metalloproteinases	0.5864527629233511	0.8262548262548264	0.30862813403066003	0.9127842843004812	328	18	17384
Activation of Matrix Metalloproteinases	0.5864527629233511	0.8262548262548264	0.30862813403066003	0.9127842843004812	328	18	17390
Activation of Matrix Metalloproteinases	0.5864527629233511	0.8262548262548264	0.30862813403066003	0.9127842843004812	328	18	13038
Activation of Matrix Metalloproteinases	0.5864527629233511	0.8262548262548264	0.30862813403066003	0.9127842843004812	328	18	17385
Activation of NF-kappaB in B cells	0.7321428571428571	0.8908362041784782	-0.20648349520394033	-0.8479523867896565	286	46	18751
Activation of NF-kappaB in B cells	0.7321428571428571	0.8908362041784782	-0.20648349520394033	-0.8479523867896565	286	46	18035
Activation of NF-kappaB in B cells	0.7321428571428571	0.8908362041784782	-0.20648349520394033	-0.8479523867896565	286	46	16150
Activation of NIMA Kinases NEK9, NEK6, NEK7	0.0038535645472061657	0.048227163461538464	0.8983411877157059	1.8630054467691752	1	5	12442
Activation of NIMA Kinases NEK9, NEK6, NEK7	0.0038535645472061657	0.048227163461538464	0.8983411877157059	1.8630054467691752	1	5	12534
Activation of NIMA Kinases NEK9, NEK6, NEK7	0.0038535645472061657	0.048227163461538464	0.8983411877157059	1.8630054467691752	1	5	18817
Activation of NIMA Kinases NEK9, NEK6, NEK7	0.0038535645472061657	0.048227163461538464	0.8983411877157059	1.8630054467691752	1	5	268697
Activation of NMDA receptors and postsynaptic events	0.23095238095238096	0.5971856243595374	-0.35251084418089546	-1.2091461294253543	96	24	12912
Activation of NMDA receptors and postsynaptic events	0.23095238095238096	0.5971856243595374	-0.35251084418089546	-1.2091461294253543	96	24	20112
Activation of NMDA receptors and postsynaptic events	0.23095238095238096	0.5971856243595374	-0.35251084418089546	-1.2091461294253543	96	24	64011
Activation of NMDA receptors and postsynaptic events	0.23095238095238096	0.5971856243595374	-0.35251084418089546	-1.2091461294253543	96	24	13383
Activation of NMDA receptors and postsynaptic events	0.23095238095238096	0.5971856243595374	-0.35251084418089546	-1.2091461294253543	96	24	24071
Activation of NMDA receptors and postsynaptic events	0.23095238095238096	0.5971856243595374	-0.35251084418089546	-1.2091461294253543	96	24	13385
Activation of NMDA receptors and postsynaptic events	0.23095238095238096	0.5971856243595374	-0.35251084418089546	-1.2091461294253543	96	24	53310
Activation of NOXA and translocation to mitochondria	0.003861003861003861	0.048227163461538464	0.9996666388865739	1.3168974604543109	1	1	58801
Activation of RAC1 downstream of NMDARs	0.2119460500963391	0.5775439905002109	0.6200223805173666	1.2858200067168635	109	5	12315
Activation of RAC1 downstream of NMDARs	0.2119460500963391	0.5775439905002109	0.6200223805173666	1.2858200067168635	109	5	12314
Activation of RAC1 downstream of NMDARs	0.2119460500963391	0.5775439905002109	0.6200223805173666	1.2858200067168635	109	5	12313
Activation of RAC1 downstream of NMDARs	0.2119460500963391	0.5775439905002109	0.6200223805173666	1.2858200067168635	109	5	52163
Activation of RAS in B cells	0.2629558541266795	0.6354215183977644	0.6805605450990082	1.2080206000550582	136	3	19419
Activation of RAS in B cells	0.2629558541266795	0.6354215183977644	0.6805605450990082	1.2080206000550582	136	3	15461
Activation of SMO	0.391304347826087	0.7303530564829116	0.43670820125340354	1.0680989514234844	206	9	109689
Activation of SMO	0.391304347826087	0.7303530564829116	0.43670820125340354	1.0680989514234844	206	9	319757
Activation of SMO	0.391304347826087	0.7303530564829116	0.43670820125340354	1.0680989514234844	206	9	16568
Activation of the AP-1 family of transcription factors	0.2070393374741201	0.5746761812631129	-0.51758071258811	-1.2814073882903865	99	8	19094
Activation of the AP-1 family of transcription factors	0.2070393374741201	0.5746761812631129	-0.51758071258811	-1.2814073882903865	99	8	14281
Activation of the AP-1 family of transcription factors	0.2070393374741201	0.5746761812631129	-0.51758071258811	-1.2814073882903865	99	8	26416
